"","Player","Season","Season.Type","Position","Team","GP","TOI","CF","CA","CF60","CA60","CF%","CSh%","CSv%","FF","FA","FF60","FA60","FF%","FSh%","FSv%","SF","SA","SF60","SA60","SF%","Sh%","Sv%","xGF","xGA","xGF60","xGA60","xGF%","xFSh%","xFSv%","Adj.FSv%","SCF","SCA","SCF60","SCA60","SCF%","PDO","xPDO","GF","GA","GF60","GA60","GF%","FO%","PENDIFF"
"2582","RYAN.CARTER","20142015","Regular","C","MIN",53,427.14,347,391,48.74,54.92,47.02,4.03,96.93,262,282,36.8,39.61,48.16,5.34,95.74,184,193,25.85,27.11,48.81,7.61,93.78,15.19,14.89,2.13,2.09,50.5,5.8,94.72,1.02,48,48,6.74,6.74,50,101.39,100.52,14,12,1.97,1.69,53.85,46.02,-2
"2583","RYAN.CARTER","20152016","Regular","C","MIN",60,548.77,351,546,38.38,59.7,39.13,3.7,96.89,263,379,28.76,41.44,40.97,4.94,95.51,192,262,20.99,28.65,42.29,6.77,93.51,12.01,20.73,1.31,2.27,36.68,4.56,94.53,0.98,35,72,3.83,7.87,32.71,100.28,99.1,13,17,1.42,1.86,43.33,56.87,15
"2584","RYAN.DZINGEL","20152016","Regular","C","OTT",30,302.7,240,294,47.57,58.28,44.94,5.83,96.6,173,231,34.29,45.79,42.82,8.09,95.67,135,177,26.76,35.08,43.27,10.37,94.35,11.26,13.64,2.23,2.7,45.21,6.51,94.09,1.58,41,40,8.13,7.93,50.62,104.72,100.6,14,10,2.78,1.98,58.33,51.76,-3
"2585","RYAN.DZINGEL","20162017","Regular","C","OTT",81,993.61,964,1002,58.21,60.51,49.03,4.25,96.31,698,737,42.15,44.5,48.64,5.87,94.98,508,533,30.68,32.19,48.8,8.07,93.06,44,42.93,2.66,2.59,50.61,6.3,94.17,0.81,155,137,9.36,8.27,53.08,101.13,100.48,41,37,2.48,2.23,52.56,48.06,3
"2586","RYANE.CLOWE","20132014","Regular","L","N.J",43,570.98,501,466,52.65,48.97,51.81,4.19,93.56,378,353,39.72,37.09,51.71,5.56,91.5,267,271,28.06,28.48,49.63,7.87,88.93,23.61,20.65,2.48,2.17,53.35,6.25,94.15,-2.65,89,64,9.35,6.73,58.17,96.8,100.4,21,30,2.21,3.15,41.18,47.84,-1
"2587","RYANE.CLOWE","20142015","Regular","L","N.J",13,161.68,125,143,46.39,53.07,46.64,4.8,97.2,92,123,34.14,45.65,42.79,6.52,96.75,71,99,26.35,36.74,41.76,8.45,95.96,4.57,6.62,1.7,2.46,40.84,4.97,94.61,2.13,14,22,5.2,8.16,38.89,104.41,99.58,6,4,2.23,1.48,60,53.73,-3
"2588","RYAN.ELLIS","20132014","Regular","D","NSH",80,1077.53,957,944,53.29,52.56,50.34,5.22,95.76,694,700,38.64,38.98,49.78,7.2,94.29,533,500,29.68,27.84,51.6,9.38,92,42.68,34.58,2.38,1.93,55.25,6.15,95.06,-0.77,151,101,8.41,5.62,59.92,101.38,101.21,50,40,2.78,2.23,55.56,52.6,2
"2589","RYAN.ELLIS","20142015","Regular","D","NSH",58,880.53,886,710,60.37,48.38,55.51,4.97,95.35,644,516,43.88,35.16,55.52,6.83,93.6,471,371,32.09,25.28,55.94,9.34,91.11,36.78,28.44,2.51,1.94,56.39,5.71,94.49,-0.88,126,100,8.59,6.81,55.75,100.45,100.2,44,33,3,2.25,57.14,48.24,8
"2590","RYAN.ELLIS","20152016","Regular","D","NSH",79,1276.89,1227,1024,57.66,48.12,54.51,4.65,95.61,903,762,42.43,35.81,54.23,6.31,94.09,650,554,30.54,26.03,53.99,8.77,91.88,56.01,43.37,2.63,2.04,56.36,6.2,94.31,-0.21,195,152,9.16,7.14,56.2,100.65,100.51,57,45,2.68,2.11,55.88,51.43,-5
"2591","RYAN.ELLIS","20162017","Regular","D","NSH",71,1253.76,1222,1247,58.48,59.68,49.49,4.5,96.31,907,936,43.41,44.79,49.21,6.06,95.09,652,685,31.2,32.78,48.77,8.44,93.28,53.11,51.58,2.54,2.47,50.73,5.86,94.49,0.6,148,157,7.08,7.51,48.52,101.72,100.35,55,46,2.63,2.2,54.46,52.38,17
"2592","RYAN.GARBUTT","20132014","Regular","C","DAL",75,832.28,845,790,60.92,56.95,51.68,4.38,96.46,626,552,45.13,39.79,53.14,5.91,94.93,429,387,30.93,27.9,52.57,8.62,92.76,36.58,32.55,2.64,2.35,52.92,5.84,94.1,0.82,118,100,8.51,7.21,54.13,101.39,99.95,37,28,2.67,2.02,56.92,50.12,-21
"2593","RYAN.GARBUTT","20142015","Regular","C","DAL",67,761.04,767,775,60.47,61.1,49.74,4.04,94.32,578,549,45.57,43.28,51.29,5.36,91.99,378,396,29.8,31.22,48.84,8.2,88.89,34.88,32.43,2.75,2.56,51.82,6.03,94.09,-2.11,125,112,9.85,8.83,52.74,97.09,100.13,31,44,2.44,3.47,41.33,50.73,4
"2594","RYAN.GARBUTT","20152016","Regular","C","ANA/CHI",80,785.96,754,678,57.56,51.76,52.65,2.79,94.99,571,496,43.59,37.86,53.51,3.68,93.15,390,363,29.77,27.71,51.79,5.38,90.63,28.3,28.96,2.16,2.21,49.43,4.96,94.16,-1.02,82,94,6.26,7.18,46.59,96.02,99.12,21,34,1.6,2.6,38.18,55.2,-8
"2595","RYAN.GARBUTT","20162017","Regular","C","ANA",27,205.34,172,215,50.26,62.82,44.44,3.49,95.35,135,163,39.45,47.63,45.3,4.44,93.87,91,118,26.59,34.48,43.54,6.59,91.53,6.13,7.74,1.79,2.26,44.22,4.54,95.25,-1.39,19,27,5.55,7.89,41.3,98.12,99.8,6,10,1.75,2.92,37.5,44.76,-12
"2596","RYAN.GETZLAF","20132014","Regular","C","ANA",77,1089.58,1025,982,56.44,54.08,51.07,7.12,96.03,766,722,42.18,39.76,51.48,9.53,94.6,568,488,31.28,26.87,53.79,12.85,92.01,54.79,43.84,3.02,2.41,55.55,7.15,93.93,0.67,197,141,10.85,7.76,58.28,104.86,101.08,73,39,4.02,2.15,65.18,49.24,5
"2597","RYAN.GETZLAF","20142015","Regular","C","ANA",77,1089.22,1049,972,57.78,53.54,51.9,5.24,95.47,808,677,44.51,37.29,54.41,6.81,93.5,544,481,29.97,26.5,53.07,10.11,90.85,51.86,43.05,2.86,2.37,54.64,6.42,93.64,-0.14,196,141,10.8,7.77,58.16,100.96,100.06,55,44,3.03,2.42,55.56,50.68,-1
"2598","RYAN.GETZLAF","20152016","Regular","C","ANA",77,1078.45,1095,902,60.92,50.18,54.83,3.65,96.34,813,650,45.23,36.16,55.57,4.92,94.92,557,455,30.99,25.31,55.04,7.18,92.75,48.4,39.17,2.69,2.18,55.27,5.95,93.97,0.95,162,138,9.01,7.68,54,99.93,99.93,40,33,2.23,1.84,54.79,48.53,-3
"2599","RYAN.GETZLAF","20162017","Regular","C","ANA",74,1100.65,1019,1016,55.55,55.39,50.07,4.81,95.96,751,739,40.94,40.29,50.4,6.52,94.45,515,519,28.07,28.29,49.81,9.51,92.1,52.2,42.39,2.85,2.31,55.18,6.95,94.26,0.19,175,134,9.54,7.3,56.63,101.61,101.21,49,41,2.67,2.24,54.44,51.24,-17
"2600","RYAN.HAMILTON","20142015","Regular","L","EDM",16,184.85,131,190,42.52,61.67,40.81,2.29,95.26,98,146,31.81,47.39,40.16,3.06,93.84,71,104,23.05,33.76,40.57,4.23,91.35,4.95,10.09,1.61,3.28,32.88,5.05,93.09,0.75,17,38,5.52,12.33,30.91,95.57,98.13,3,9,0.97,2.92,25,50.3,-2
"2601","RYAN.HARTMAN","20162017","Regular","R","CHI",76,897,894,788,59.8,52.71,53.15,4.25,96.7,662,576,44.28,38.53,53.47,5.74,95.49,508,425,33.98,28.43,54.45,7.48,93.88,40.89,32.37,2.74,2.17,55.81,6.18,94.38,1.11,138,99,9.23,6.62,58.23,101.36,100.56,38,26,2.54,1.74,59.38,46.29,14
"2602","RYAN.JOHANSEN","20132014","Regular","C","CBJ",82,1066.04,986,965,55.5,54.31,50.54,4.46,95.96,747,720,42.04,40.52,50.92,5.89,94.58,549,524,30.9,29.49,51.16,8.01,92.56,42.33,39.64,2.38,2.23,51.64,5.67,94.5,0.09,131,119,7.37,6.7,52.4,100.57,100.16,44,39,2.48,2.2,53.01,52.48,-2
"2603","RYAN.JOHANSEN","20142015","Regular","C","CBJ",82,1134.45,1030,1134,54.48,59.98,47.6,4.85,95.15,795,876,42.05,46.33,47.58,6.29,93.72,582,640,30.78,33.85,47.63,8.59,91.41,48.53,52.29,2.57,2.77,48.13,6.1,94.03,-0.31,176,178,9.31,9.41,49.72,100,100.13,50,55,2.64,2.91,47.62,51.01,-3
"2604","RYAN.JOHANSEN","20152016","Regular","C","CBJ/NSH",80,1075.96,973,977,54.26,54.48,49.9,4.73,96.62,743,716,41.43,39.93,50.93,6.19,95.39,539,509,30.06,28.38,51.43,8.53,93.52,43.58,42.15,2.43,2.35,50.83,5.87,94.11,1.28,149,133,8.31,7.42,52.84,102.05,99.98,46,33,2.57,1.84,58.23,51.28,-2
"2605","RYAN.JOHANSEN","20162017","Regular","C","NSH",82,1139.06,1276,987,67.21,51.99,56.39,4,95.74,969,767,51.04,40.4,55.82,5.26,94.52,674,549,35.5,28.92,55.11,7.57,92.35,52.46,43.9,2.76,2.31,54.44,5.41,94.28,0.25,155,138,8.16,7.27,52.9,99.92,99.69,51,42,2.69,2.21,54.84,53.6,15
"2606","RYAN.JOHNSTON","20162017","Regular","D","MTL",7,68.08,62,69,54.64,60.81,47.33,0,95.65,46,52,40.54,45.83,46.94,0,94.23,35,40,30.85,35.25,46.67,0,92.5,2.75,3.52,2.43,3.1,43.86,5.98,93.23,1.01,10,14,8.81,12.34,41.67,92.5,99.21,0,3,0,2.64,0,56.86,-4
"2607","RYAN.JONES","20132014","Regular","L","EDM",52,428.62,339,461,47.45,64.53,42.38,3.83,97.4,246,350,34.44,48.99,41.28,5.28,96.57,175,239,24.5,33.46,42.27,7.43,94.98,14.27,19.14,2,2.68,42.72,5.8,94.53,2.04,41,54,5.74,7.56,43.16,102.41,100.33,13,12,1.82,1.68,52,51.68,-13
"2608","RYAN.KESLER","20132014","Regular","C","VAN",77,1132.61,1155,1046,61.19,55.41,52.48,3.98,95.79,859,781,45.51,41.37,52.38,5.36,94.37,610,562,32.31,29.77,52.05,7.54,92.17,50.63,48.9,2.68,2.59,50.87,5.89,93.74,0.63,169,166,8.95,8.79,50.45,99.71,99.63,46,44,2.44,2.33,51.11,54.49,8
"2609","RYAN.KESLER","20142015","Regular","C","ANA",81,1099.68,1059,1019,57.78,55.6,50.96,3.68,95.78,777,770,42.39,42.01,50.23,5.02,94.42,527,545,28.75,29.74,49.16,7.4,92.11,44.88,43.12,2.45,2.35,51,5.78,94.4,0.02,148,137,8.08,7.47,51.93,99.51,100.18,39,43,2.13,2.35,47.56,57.16,-4
"2610","RYAN.KESLER","20152016","Regular","C","ANA",79,1069.14,1043,936,58.53,52.53,52.7,3.16,96.15,793,673,44.5,37.77,54.09,4.16,94.65,540,475,30.3,26.66,53.2,6.11,92.42,46.74,41.46,2.62,2.33,52.99,5.89,93.84,0.81,161,139,9.04,7.8,53.67,98.53,99.73,33,36,1.85,2.02,47.83,58.55,-9
"2611","RYAN.KESLER","20162017","Regular","C","ANA",82,1167.67,1163,1100,59.76,56.52,51.39,4.13,96.45,885,801,45.48,41.16,52.49,5.42,95.13,653,546,33.55,28.06,54.46,7.35,92.86,58.91,48.25,3.03,2.48,54.97,6.66,93.98,1.15,203,155,10.43,7.96,56.7,100.21,100.63,48,39,2.47,2,55.17,57.86,-13
"2612","RYAN.MALONE","20132014","Regular","L","T.B",57,577.21,538,529,55.92,54.99,50.42,3.35,95.65,406,382,42.2,39.71,51.52,4.43,93.98,277,269,28.79,27.96,50.73,6.5,91.45,19.81,20.11,2.06,2.09,49.62,4.88,94.73,-0.76,56,65,5.82,6.76,46.28,97.95,99.61,18,23,1.87,2.39,43.9,47.76,5
"2613","RYAN.MCDONAGH","20132014","Regular","D","NYR",77,1359.73,1366,1308,60.28,57.72,51.08,4.03,96.18,1025,958,45.23,42.27,51.69,5.37,94.78,747,694,32.96,30.62,51.84,7.36,92.8,66.52,59.77,2.94,2.64,52.67,6.49,93.76,1.02,250,221,11.03,9.75,53.08,100.16,100.25,55,50,2.43,2.21,52.38,46.19,12
"2614","RYAN.MCDONAGH","20142015","Regular","D","NYR",71,1203.56,1100,1157,54.84,57.68,48.74,5.27,95.85,825,858,41.13,42.77,49.02,7.03,94.41,611,629,30.46,31.36,49.27,9.49,92.37,54.42,52.66,2.71,2.63,50.82,6.6,93.86,0.54,213,201,10.62,10.02,51.45,101.86,100.46,58,48,2.89,2.39,54.72,45.61,-7
"2615","RYAN.MCDONAGH","20152016","Regular","D","NYR",73,1208.39,1056,1174,52.43,58.29,47.35,6.34,96.25,801,813,39.77,40.37,49.63,8.36,94.59,579,576,28.75,28.6,50.13,11.57,92.36,51.86,53.2,2.57,2.64,49.36,6.47,93.46,1.13,193,201,9.58,9.98,48.98,103.93,99.93,67,44,3.33,2.18,60.36,48.13,12
"2616","RYAN.MCDONAGH","20162017","Regular","D","NYR",77,1347.77,1209,1407,53.82,62.64,46.22,4.3,96.8,921,997,41,44.38,48.02,5.65,95.49,664,699,29.56,31.12,48.72,7.83,93.56,60.69,57.66,2.7,2.57,51.28,6.59,94.22,1.27,210,186,9.35,8.28,53.03,101.39,100.81,52,45,2.31,2,53.61,47.23,25
"2617","RYAN.MURPHY","20132014","Regular","D","CAR",48,695.15,695,729,59.99,62.92,48.81,2.88,96.43,493,560,42.55,48.33,46.82,4.06,95.36,353,406,30.47,35.04,46.51,5.67,93.6,28.87,34.96,2.49,3.02,45.22,5.86,93.76,1.6,86,116,7.42,10.01,42.57,99.26,99.61,20,26,1.73,2.24,43.48,50.15,9
"2618","RYAN.MURPHY","20142015","Regular","D","CAR",37,548.61,506,486,55.34,53.15,51.01,3.36,95.06,361,364,39.48,39.81,49.79,4.71,93.41,261,247,28.54,27.01,51.38,6.51,90.28,22.47,22.41,2.46,2.45,50.06,6.22,93.84,-0.44,85,84,9.3,9.19,50.3,96.8,100.07,17,24,1.86,2.62,41.46,51.74,3
"2619","RYAN.MURPHY","20152016","Regular","D","CAR",35,512.95,465,431,54.39,50.41,51.9,3.87,95.82,343,327,40.12,38.25,51.19,5.25,94.5,242,219,28.31,25.62,52.49,7.44,91.78,21.62,18.59,2.53,2.17,53.77,6.3,94.32,0.18,69,62,8.07,7.25,52.67,99.22,100.62,18,18,2.11,2.11,50,54.83,2
"2620","RYAN.MURPHY","20162017","Regular","D","CAR",26,326.16,281,304,51.69,55.92,48.03,1.78,95.72,195,223,35.87,41.02,46.65,2.56,94.17,137,148,25.2,27.23,48.07,3.65,91.22,12.8,13.39,2.35,2.46,48.87,6.56,94,0.17,40,38,7.36,6.99,51.28,94.87,100.56,5,13,0.92,2.39,27.78,51.45,-4
"2621","RYAN.MURRAY","20132014","Regular","D","CBJ",66,979.67,903,852,55.3,52.18,51.45,4.65,95.66,662,638,40.54,39.07,50.92,6.34,94.2,476,484,29.15,29.64,49.58,8.82,92.36,34.34,32.93,2.1,2.02,51.05,5.19,94.84,-0.64,98,107,6,6.55,47.8,101.18,100.03,42,37,2.57,2.27,53.16,52.1,1
"2622","RYAN.MURRAY","20142015","Regular","D","CBJ",12,184.62,155,156,50.37,50.7,49.84,4.52,95.51,126,120,40.95,39,51.22,5.56,94.17,100,87,32.5,28.27,53.48,7,91.95,6.45,6.4,2.1,2.08,50.17,5.12,94.66,-0.5,19,24,6.17,7.8,44.19,98.95,99.78,7,7,2.27,2.27,50,51.53,-2
"2623","RYAN.MURRAY","20152016","Regular","D","CBJ",82,1374.4,1218,1352,53.17,59.02,47.39,4.6,95.71,910,964,39.73,42.08,48.56,6.15,93.98,681,685,29.73,29.9,49.85,8.22,91.53,65.29,61.78,2.85,2.7,51.38,7.18,93.59,0.39,243,234,10.61,10.22,50.94,99.76,100.77,56,58,2.44,2.53,49.12,49.83,7
"2624","RYAN.MURRAY","20162017","Regular","D","CBJ",60,897.14,762,888,50.96,59.39,46.18,4.46,96.06,561,665,37.52,44.47,45.76,6.06,94.74,420,471,28.09,31.5,47.14,8.1,92.57,37.5,41.78,2.51,2.79,47.3,6.68,93.72,1.02,129,144,8.63,9.63,47.25,100.66,100.4,34,35,2.27,2.34,49.28,46.9,1
"2625","RYAN.NUGENT-HOPKINS","20132014","Regular","C","EDM",80,1178.33,1010,1241,51.43,63.19,44.87,4.95,95.41,770,953,39.21,48.53,44.69,6.49,94.02,568,672,28.92,34.22,45.81,8.8,91.52,50.6,59.57,2.58,3.03,45.93,6.57,93.75,0.27,170,207,8.66,10.54,45.09,100.32,100.32,50,57,2.55,2.9,46.73,42.54,30
"2626","RYAN.NUGENT-HOPKINS","20142015","Regular","C","EDM",76,1143.35,1072,1077,56.26,56.52,49.88,4.85,94.52,747,807,39.2,42.35,48.07,6.96,92.69,547,558,28.71,29.28,49.5,9.51,89.43,44.28,49.63,2.32,2.6,47.15,5.93,93.85,-1.16,156,166,8.19,8.71,48.45,98.93,99.78,52,59,2.73,3.1,46.85,44.42,5
"2627","RYAN.NUGENT-HOPKINS","20152016","Regular","C","EDM",55,782.86,724,789,55.49,60.47,47.85,4.42,95.06,506,585,38.78,44.84,46.38,6.32,93.33,377,440,28.89,33.72,46.14,8.49,91.14,29.49,35.55,2.26,2.72,45.34,5.83,93.92,-0.59,92,111,7.05,8.51,45.32,99.62,99.75,32,39,2.45,2.99,45.07,44.9,5
"2628","RYAN.NUGENT-HOPKINS","20162017","Regular","C","EDM",82,1067.39,1008,1036,56.66,58.24,49.32,3.47,96.24,750,738,42.16,41.48,50.4,4.67,94.72,551,532,30.97,29.9,50.88,6.35,92.67,43.4,49.54,2.44,2.78,46.7,5.79,93.29,1.43,145,168,8.15,9.44,46.33,99.02,99.07,35,39,1.97,2.19,47.3,45.25,-6
"2629","RYAN.O'REILLY","20132014","Regular","C","COL",80,1180.03,1117,1192,56.8,60.61,48.38,4.74,95.3,831,911,42.25,46.32,47.7,6.38,93.85,610,656,31.02,33.36,48.18,8.69,91.46,50.73,52.9,2.58,2.69,48.95,6.1,94.19,-0.34,181,180,9.2,9.15,50.14,100.15,100.3,53,56,2.69,2.85,48.62,49.27,18
"2630","RYAN.O'REILLY","20142015","Regular","C","COL",82,1137.75,983,1152,51.84,60.75,46.04,5.09,96.18,730,831,38.5,43.82,46.76,6.85,94.71,534,604,28.16,31.85,46.92,9.36,92.72,40.69,47.44,2.15,2.5,46.17,5.57,94.29,0.41,136,160,7.17,8.44,45.95,102.08,99.87,50,44,2.64,2.32,53.19,52.26,10
"2631","RYAN.O'REILLY","20152016","Regular","C","BUF",71,1064.94,918,974,51.72,54.88,48.52,3.92,95.07,703,729,39.61,41.07,49.09,5.12,93.42,507,524,28.56,29.52,49.18,7.1,90.84,38.21,40.91,2.15,2.3,48.3,5.44,94.39,-0.97,134,136,7.55,7.66,49.63,97.94,99.82,36,48,2.03,2.7,42.86,56.22,-14
"2632","RYAN.O'REILLY","20162017","Regular","C","BUF",72,1085.46,994,1024,54.94,56.6,49.26,3.82,96.29,752,795,41.57,43.94,48.61,5.05,95.22,570,583,31.51,32.23,49.44,6.67,93.48,45.09,44.78,2.49,2.48,50.17,6,94.37,0.85,146,141,8.07,7.79,50.87,100.15,100.36,38,38,2.1,2.1,50,57.02,2
"2633","RYAN.PULOCK","20152016","Regular","D","NYI",15,199.54,183,178,55.03,53.52,50.69,7.1,94.38,135,132,40.59,39.69,50.56,9.63,92.42,89,98,26.76,29.47,47.59,14.61,89.8,7.47,7.78,2.25,2.34,48.97,5.53,94.11,-1.68,23,28,6.92,8.42,45.1,104.4,99.64,13,10,3.91,3.01,56.52,49.67,-4
"2634","RYAN.REAVES","20132014","Regular","R","STL",63,526.2,389,457,44.36,52.11,45.98,4.11,96.28,297,312,33.87,35.58,48.77,5.39,94.55,208,222,23.72,25.31,48.37,7.69,92.34,14.65,17,1.67,1.94,46.3,4.93,94.55,0,45,55,5.13,6.27,45,100.03,99.49,16,17,1.82,1.94,48.48,53.55,-16
"2635","RYAN.REAVES","20142015","Regular","R","STL",81,678.72,484,581,42.79,51.36,45.45,3.31,96.73,371,434,32.8,38.37,46.09,4.31,95.62,266,313,23.51,27.67,45.94,6.02,93.93,21.87,26.19,1.93,2.32,45.51,5.9,93.97,1.66,62,91,5.48,8.04,40.52,99.94,99.86,16,19,1.41,1.68,45.71,58.3,-29
"2636","RYAN.REAVES","20152016","Regular","R","STL",64,503.38,368,408,43.86,48.63,47.42,1.63,97.06,267,301,31.82,35.88,47.01,2.25,96.01,187,217,22.29,25.87,46.29,3.21,94.47,13.66,17.17,1.63,2.05,44.31,5.12,94.3,1.72,43,59,5.13,7.03,42.16,97.68,99.41,6,12,0.72,1.43,33.33,49.08,-1
"2637","RYAN.REAVES","20162017","Regular","R","STL",80,698.23,530,615,45.54,52.85,46.29,4.91,96.59,400,453,34.37,38.93,46.89,6.5,95.36,303,328,26.04,28.19,48.02,8.58,93.6,23.52,24.69,2.02,2.12,48.79,5.88,94.55,0.81,71,70,6.1,6.02,50.35,102.18,100.43,26,21,2.23,1.8,55.32,49.3,-21
"2638","RYAN.SMYTH","20132014","Regular","L","EDM",72,778.15,637,766,49.12,59.06,45.4,2.98,96.34,462,588,35.62,45.34,44,4.11,95.24,323,400,24.91,30.84,44.67,5.88,93,29.3,32.79,2.26,2.53,47.19,6.34,94.42,0.82,97,101,7.48,7.79,48.99,98.88,100.76,19,28,1.47,2.16,40.43,55.1,-13
"2639","RYAN.SPOONER","20132014","Regular","C","BOS",23,230.12,216,198,56.32,51.63,52.17,4.17,96.97,161,148,41.98,38.59,52.1,5.59,95.95,116,109,30.25,28.42,51.56,7.76,94.5,9.89,7.34,2.58,1.91,57.41,6.14,95.04,0.9,31,27,8.08,7.04,53.45,102.25,101.19,9,6,2.35,1.56,60,39.69,3
"2640","RYAN.SPOONER","20142015","Regular","C","BOS",29,316.05,322,319,61.13,60.56,50.23,3.73,96.24,243,258,46.13,48.98,48.5,4.94,95.35,170,206,32.27,39.11,45.21,7.06,94.17,11.76,14.8,2.23,2.81,44.29,4.84,94.26,1.08,32,43,6.07,8.16,42.67,101.23,99.11,12,12,2.28,2.28,50,46.45,-7
"2641","RYAN.SPOONER","20152016","Regular","C","BOS",80,917.16,811,916,53.06,59.92,46.96,4.69,95.96,620,722,40.56,47.23,46.2,6.13,94.88,475,502,31.07,32.84,48.62,8,92.63,33.53,39.14,2.19,2.56,46.14,5.41,94.58,0.3,102,127,6.67,8.31,44.54,100.63,99.99,38,37,2.49,2.42,50.67,43.75,0
"2642","RYAN.SPOONER","20162017","Regular","C","BOS",78,833.83,837,712,60.23,51.23,54.03,3.7,96.07,623,503,44.83,36.19,55.33,4.98,94.43,453,369,32.6,26.55,55.11,6.84,92.41,33.13,28.62,2.38,2.06,53.65,5.32,94.31,0.12,99,92,7.12,6.62,51.83,99.26,99.63,31,28,2.23,2.01,52.54,45.5,-16
"2643","RYAN.SPROUL","20162017","Regular","D","DET",27,327.94,257,310,47.02,56.72,45.33,3.89,95.48,200,237,36.59,43.36,45.77,5,94.09,146,177,26.71,32.38,45.2,6.85,92.09,11.16,16.2,2.04,2.96,40.79,5.58,93.16,0.93,40,63,7.32,11.53,38.83,98.94,98.74,10,14,1.83,2.56,41.67,53,-1
"2644","RYAN.STANTON","20132014","Regular","D","VAN",64,868.31,846,749,58.46,51.76,53.04,4.14,95.86,639,530,44.15,36.62,54.66,5.48,94.15,456,382,31.51,26.4,54.42,7.68,91.88,33.69,30.34,2.33,2.1,52.61,5.27,94.27,-0.12,107,104,7.39,7.19,50.71,99.56,99.55,35,31,2.42,2.14,53.03,51.95,1
"2645","RYAN.STANTON","20142015","Regular","D","VAN",54,750.42,629,773,50.29,61.81,44.86,5.09,96.77,478,547,38.22,43.74,46.63,6.69,95.43,343,392,27.42,31.34,46.67,9.33,93.62,27.37,36.27,2.19,2.9,43.01,5.73,93.37,2.06,77,113,6.16,9.03,40.53,102.95,99.1,32,25,2.56,2,56.14,49.79,-20
"2646","RYAN.STROME","20132014","Regular","C","NYI",37,442.35,445,411,60.36,55.75,51.99,3.82,96.11,331,313,44.9,42.46,51.4,5.14,94.89,242,220,32.82,29.84,52.38,7.02,92.73,20.87,20.88,2.83,2.83,49.99,6.31,93.33,1.56,75,77,10.17,10.44,49.34,99.75,99.63,17,16,2.31,2.17,51.52,41.73,-4
"2647","RYAN.STROME","20142015","Regular","C","NYI",81,939.99,1050,916,67.02,58.47,53.41,5.81,95.52,797,625,50.87,39.89,56.05,7.65,93.44,590,454,37.66,28.98,56.51,10.34,90.97,54.82,39.58,3.5,2.53,58.07,6.88,93.67,-0.23,203,145,12.96,9.26,58.33,101.31,100.55,61,41,3.89,2.62,59.8,46.78,-7
"2648","RYAN.STROME","20152016","Regular","C","NYI",71,932.23,951,936,61.21,60.24,50.4,4.21,95.3,715,674,46.02,43.38,51.48,5.59,93.47,505,505,32.5,32.5,50,7.92,91.29,47.04,43.81,3.03,2.82,51.78,6.58,93.5,-0.03,174,159,11.2,10.23,52.25,99.21,100.08,40,44,2.57,2.83,47.62,52.17,9
"2649","RYAN.STROME","20162017","Regular","C","NYI",69,790.82,674,810,51.14,61.46,45.42,4.01,96.17,490,597,37.18,45.29,45.08,5.51,94.81,357,418,27.09,31.71,46.06,7.56,92.58,28.03,36.05,2.13,2.74,43.74,5.72,93.96,0.85,89,116,6.75,8.8,43.41,100.15,99.68,27,31,2.05,2.35,46.55,43.02,1
"2650","RYAN.SUTER","20132014","Regular","D","MIN",82,1748.42,1433,1515,49.18,51.99,48.61,4.47,96.77,1083,1144,37.16,39.26,48.63,5.91,95.72,779,811,26.73,27.83,48.99,8.22,93.96,62.84,60.04,2.16,2.06,51.14,5.8,94.75,0.96,185,175,6.35,6.01,51.39,102.17,100.55,64,49,2.2,1.68,56.64,51.67,14
"2651","RYAN.SUTER","20142015","Regular","D","MIN",77,1638.73,1568,1472,57.41,53.9,51.58,4.02,95.99,1180,1082,43.2,39.62,52.17,5.34,94.55,844,765,30.9,28.01,52.45,7.46,92.29,68.52,54.93,2.51,2.01,55.5,5.81,94.92,-0.38,214,167,7.84,6.11,56.17,99.75,100.73,63,59,2.31,2.16,51.64,49.72,7
"2652","RYAN.SUTER","20152016","Regular","D","MIN",82,1748.09,1585,1569,54.4,53.85,50.25,4.23,96.43,1206,1147,41.39,39.37,51.25,5.56,95.12,885,789,30.38,27.08,52.87,7.57,92.9,71.2,57.86,2.44,1.99,55.17,5.9,94.96,0.16,229,185,7.86,6.35,55.31,100.47,100.86,67,56,2.3,1.92,54.47,51.34,38
"2653","RYAN.SUTER","20162017","Regular","D","MIN",82,1677.36,1564,1553,55.95,55.55,50.18,5.24,96.33,1196,1167,42.78,41.74,50.61,6.86,95.12,878,830,31.41,29.69,51.41,9.34,93.13,77.93,56.39,2.79,2.02,58.02,6.52,95.17,-0.05,253,153,9.05,5.47,62.32,102.47,101.68,82,57,2.93,2.04,58.99,53.61,19
"2654","RYAN.WHITE","20132014","Regular","C","MTL",52,396.42,263,439,39.81,66.44,37.46,3.8,95.9,206,287,31.18,43.44,41.78,4.85,93.73,157,184,23.76,27.85,46.04,6.37,90.22,11.01,18.28,1.67,2.77,37.6,5.35,93.63,0.1,36,61,5.45,9.23,37.11,96.59,98.98,10,18,1.51,2.72,35.71,51,2
