"","Player","Date","Team","Position","TOI","CF","CA","OCF","OCA","CF60","CA60","CF%","OCF%","Rel.CF%","C+/-"
"302","ERIC.FEHR","2013-04-04","WSH","R",7.36,3.58,7.94,36.51,39.95,29.17,64.76,31.06,47.75,-16.69,-4.37
"303","ERIC.FEHR","2013-03-24","WSH","R",9.06,7.87,10.74,47.15,29.94,52.1,71.11,42.29,61.16,-18.87,-2.87
"304","ERIC.FEHR","2013-03-22","WSH","R",10.56,8.55,12.47,25.41,29.44,48.6,70.88,40.68,46.33,-5.65,-3.92
"305","ERIC.FEHR","2013-03-21","WSH","R",10.12,9.87,8.96,30.31,30.1,58.5,53.13,52.41,50.17,2.23,0.91
"306","ERIC.FEHR","2013-03-19","WSH","R",13.11,20.22,11.63,30.4,36.63,92.54,53.25,63.48,45.35,18.12,8.59
"307","ERIC.FEHR","2013-03-17","WSH","R",14.09,10.1,8.86,33.32,30.21,43,37.73,53.26,52.45,0.81,1.24
"308","ERIC.FEHR","2013-03-16","WSH","R",14.89,13.28,13.38,31.32,37.48,53.52,53.9,49.82,45.52,4.3,-0.09
"309","ERIC.FEHR","2013-03-14","WSH","R",12.89,19.68,19.42,17.19,38.82,91.62,90.41,50.33,30.69,19.64,0.26
"310","ERIC.FEHR","2013-03-12","WSH","R",15.58,9.13,20.26,30.61,43.84,35.17,78.01,31.08,41.12,-10.04,-11.12
"311","ERIC.FEHR","2013-03-10","WSH","R",14.77,13.56,8.17,22.37,46.09,55.1,33.19,62.41,32.67,29.74,5.39
"312","ERIC.FEHR","2013-03-09","WSH","R",13.56,9.3,9.68,32.47,37.03,41.13,42.83,48.99,46.72,2.27,-0.38
"313","ERIC.FEHR","2013-03-07","WSH","R",11.33,10.53,17.62,31.3,37.04,55.77,93.29,37.42,45.81,-8.39,-7.08
"314","ERIC.FEHR","2013-03-05","WSH","R",14.6,11.08,13.56,37.02,59.96,45.55,55.75,44.97,38.18,6.79,-2.48
"315","ERIC.FEHR","2013-03-02","WSH","R",15.37,19.56,15.43,26.99,22.36,76.37,60.25,55.9,54.69,1.21,4.13
"316","ERIC.FEHR","2013-02-27","WSH","R",15.32,9.48,14.62,26.79,43.2,37.14,57.25,39.35,38.28,1.07,-5.13
"317","ERIC.FEHR","2013-02-26","WSH","R",12.86,29.26,11.85,41.48,38.29,136.53,55.31,71.17,52,19.17,17.41
"318","ERIC.FEHR","2013-02-23","WSH","R",12.74,8.2,10.25,27.27,26.05,38.64,48.26,44.47,51.14,-6.67,-2.04
"319","ERIC.FEHR","2013-02-21","WSH","R",9.91,5.61,7.36,15.8,35.22,33.98,44.57,43.26,30.97,12.29,-1.75
"320","ERIC.FEHR","2013-02-17","WSH","R",13.12,9.73,15.45,21.84,34.3,44.5,70.67,38.63,38.9,-0.26,-5.72
"321","ERIC.FEHR","2013-02-14","WSH","R",12.25,12.05,5.7,63.35,37.45,59.02,27.93,67.87,62.85,5.03,6.35
"322","ERIC.FEHR","2013-02-12","WSH","R",11.63,15.52,10.21,28.94,28.47,80.09,52.69,60.32,50.41,9.91,5.31
"323","ERIC.FEHR","2013-02-09","WSH","R",13.02,24.14,3.7,26.01,32.74,111.25,17.04,86.72,44.27,42.44,20.44
"324","ERIC.FEHR","2013-02-07","WSH","R",10.3,7.75,1.97,24.25,30.96,45.13,11.46,79.75,43.93,35.82,5.78
"325","ERIC.FEHR","2013-02-05","WSH","R",6.51,7.22,2.9,44.02,41.15,66.52,26.71,71.35,51.69,19.66,4.32
"326","ERIC.FEHR","2013-02-03","WSH","R",8.02,3.37,5.07,43.37,43.27,25.23,37.9,39.97,50.06,-10.09,-1.69
"327","ERIC.FEHR","2013-02-01","WSH","R",4.62,6.32,5.56,18.75,33.43,82.09,72.19,53.21,35.93,17.27,0.76
"328","ERIC.FEHR","2013-01-31","WSH","R",4.19,7.07,3.47,22.51,37.78,101.31,49.75,67.06,37.34,29.73,3.6
